Emotions,Path
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-07-80-04-02-02-12.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-12-111-02-02-02-66.wav
Sadness,Datasets\CREMA-D\1044_MTI_SAD_XX.wav
Disgust,Datasets\CREMA-D\1070_IWL_DIS_XX.wav
Anger,Datasets\CREMA-D\1085_MTI_ANG_XX.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000272.wav
Disgust,Datasets\CREMA-D\1037_DFA_DIS_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001659.wav
Anger,Datasets\ESD\0015\Angry\0015_000685.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_mob_disgust.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001598.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000103.wav
Happiness,Datasets\CREMA-D\1010_ITH_HAP_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-18-46-02-02-02.wav
Happiness,Datasets\CREMA-D\1024_TAI_HAP_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_base_neutral.wav
Disgust,Datasets\SAVEE\JK\d08.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001436.wav
Sadness,Datasets\CREMA-D\1087_MTI_SAD_XX.wav
Sadness,Datasets\ESD\0015\Sad\0015_001311.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001677.wav
Anger,Datasets\RAVDESS-SONG\Actor_01\03-02-05-01-01-02-01.wav
Anger,Datasets\ASVP\ASVP4\03-01-05-01-07-103-02-01-02-18.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-04-90-02-03-02-05.wav
Sadness,Datasets\ESD\0011\Sad\0011_001365.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001534.wav
Happiness,Datasets\ESD\0019\Happy\0019_000941.wav
Disgust,Datasets\CREMA-D\1056_TAI_DIS_XX.wav
Sadness,Datasets\TESS\YAF_sad\YAF_soap_sad.wav
Fear,Datasets\CREMA-D\1084_TAI_FEA_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_mode_happy.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000067.wav
Anger,Datasets\ESD\0012\Angry\0012_000467.wav
Happiness,Datasets\RAVDESS-SONG\Actor_17\03-02-03-01-01-02-17.wav
Happiness,Datasets\CREMA-D\1002_TAI_HAP_XX.wav
Sadness,Datasets\CREMA-D\1065_IOM_SAD_XX.wav
Anger,Datasets\ESD\0013\Angry\0013_000574.wav
Sadness,Datasets\CREMA-D\1046_TIE_SAD_XX.wav
Surprise,Datasets\RAVDESS\Actor_05\03-01-08-02-01-01-05.wav
Sadness,Datasets\CREMA-D\1020_IEO_SAD_LO.wav
Happiness,Datasets\CREMA-D\1065_TSI_HAP_XX.wav
Neutral,Datasets\JL\female1_neutral_15b_1.wav
Anger,Datasets\ESD\0018\Angry\0018_000359.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001697.wav
Sadness,Datasets\CREMA-D\1054_WSI_SAD_XX.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_search_disgust.wav
Sadness,Datasets\RAVDESS-SONG\Actor_13\03-02-04-01-02-01-13.wav
Sadness,Datasets\CREMA-D\1068_IWL_SAD_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000605.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_keep_disgust.wav
Neutral,Datasets\CREMA-D\1088_IOM_NEU_XX.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001606.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_south_ps.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000148.wav
Anger,Datasets\ESD\0016\Angry\0016_000475.wav
Neutral,Datasets\CREMA-D\1040_IWL_NEU_XX.wav
Disgust,Datasets\RAVDESS\Actor_17\03-01-07-01-01-02-17.wav
Anger,Datasets\RAVDESS\Actor_07\03-01-05-02-01-01-07.wav
Sadness,Datasets\ESD\0015\Sad\0015_001163.wav
Fear,Datasets\CREMA-D\1087_TIE_FEA_XX.wav
Happiness,Datasets\ESD\0016\Happy\0016_000767.wav
Sadness,Datasets\ESD\0020\Sad\0020_001235.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000086.wav
Sadness,Datasets\ESD\0017\Sad\0017_001385.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001634.wav
Fear,Datasets\TESS\YAF_fear\YAF_gap_fear.wav
Sadness,Datasets\ESD\0016\Sad\0016_001318.wav
Happiness,Datasets\ESD\0011\Happy\0011_001029.wav
Anger,Datasets\JL\female1_angry_1a_1.wav
Sadness,Datasets\ESD\0016\Sad\0016_001101.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-02-97-02-02-02-01.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001732.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001419.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000151.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001578.wav
Sadness,Datasets\JL\female1_sad_11a_1.wav
Sadness,Datasets\ESD\0016\Sad\0016_001125.wav
Sadness,Datasets\ESD\0014\Sad\0014_001089.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001488.wav
Neutral,Datasets\SAVEE\DC\n07.wav
Happiness,Datasets\ESD\0012\Happy\0012_001034.wav
Fear,Datasets\CREMA-D\1022_IEO_FEA_MD.wav
Sadness,Datasets\JL\male1_sad_2a_1.wav
Happiness,Datasets\ESD\0019\Happy\0019_000995.wav
Sadness,Datasets\RAVDESS\Actor_10\03-01-04-01-02-01-10.wav
Disgust,Datasets\CREMA-D\1057_ITS_DIS_XX.wav
Sadness,Datasets\CREMA-D\1086_IOM_SAD_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000167.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-15-60-02-02-02.wav
Anger,Datasets\RAVDESS-SONG\Actor_13\03-02-05-02-01-01-13.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001618.wav
Happiness,Datasets\ESD\0020\Happy\0020_000878.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001717.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000116.wav
Happiness,Datasets\CREMA-D\1031_TIE_HAP_XX.wav
Neutral,Datasets\RAVDESS-SONG\Actor_08\03-02-02-02-01-01-08.wav
Sadness,Datasets\TESS\YAF_sad\YAF_puff_sad.wav
Disgust,Datasets\CREMA-D\1056_IWL_DIS_XX.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001467.wav
Happiness,Datasets\TESS\OAF_happy\OAF_chief_happy.wav
Anger,Datasets\ESD\0020\Angry\0020_000560.wav
Happiness,Datasets\ESD\0016\Happy\0016_001014.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000222.wav
Happiness,Datasets\ESD\0015\Happy\0015_000965.wav
Sadness,Datasets\ESD\0013\Sad\0013_001380.wav
Neutral,Datasets\SAVEE\JE\n27.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000075.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000014.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001426.wav
Sadness,Datasets\CREMA-D\1016_ITH_SAD_XX.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_pad_disgust.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000312.wav
Anger,Datasets\ESD\0016\Angry\0016_000518.wav
Happiness,Datasets\ESD\0011\Happy\0011_000902.wav
Happiness,Datasets\RAVDESS\Actor_15\03-01-03-01-01-02-15.wav
Happiness,Datasets\CREMA-D\1002_WSI_HAP_XX.wav
Happiness,Datasets\CREMA-D\1055_IWW_HAP_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_shawl_happy.wav
Surprise,Datasets\RAVDESS\Actor_24\03-01-08-02-02-02-24.wav
Disgust,Datasets\CREMA-D\1091_ITS_DIS_XX.wav
Sadness,Datasets\CREMA-D\1017_IEO_SAD_LO.wav
Happiness,Datasets\RAVDESS\Actor_16\03-01-03-01-02-01-16.wav
Disgust,Datasets\CREMA-D\1057_DFA_DIS_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001268.wav
Sadness,Datasets\ESD\0012\Sad\0012_001095.wav
Sadness,Datasets\TESS\YAF_sad\YAF_dip_sad.wav
Anger,Datasets\ESD\0011\Angry\0011_000562.wav
Anger,Datasets\ESD\0011\Angry\0011_000516.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000044.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-01-45-02-01-02-15.wav
Disgust,Datasets\CREMA-D\1014_IEO_DIS_LO.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001501.wav
Happiness,Datasets\ESD\0011\Happy\0011_000704.wav
Anger,Datasets\JL\female1_angry_7a_2.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_hush_ps.wav
Disgust,Datasets\CREMA-D\1028_TSI_DIS_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_000724.wav
Happiness,Datasets\ESD\0014\Happy\0014_000824.wav
Sadness,Datasets\JL\male2_sad_3b_1.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_jar_ps.wav
Happiness,Datasets\ESD\0012\Happy\0012_001024.wav
Anger,Datasets\ESD\0020\Angry\0020_000489.wav
Anger,Datasets\ESD\0014\Angry\0014_000520.wav
Disgust,Datasets\CREMA-D\1030_ITH_DIS_XX.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001548.wav
Sadness,Datasets\CREMA-D\1037_TAI_SAD_XX.wav
Happiness,Datasets\CREMA-D\1017_IEO_HAP_HI.wav
Fear,Datasets\RAVDESS\Actor_22\03-01-06-01-02-02-22.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000201.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000157.wav
Fear,Datasets\CREMA-D\1074_DFA_FEA_XX.wav
Happiness,Datasets\ESD\0012\Happy\0012_000865.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_talk_neutral.wav
Happiness,Datasets\TESS\YAF_happy\YAF_burn_happy.wav
Happiness,Datasets\ESD\0012\Happy\0012_000893.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000193.wav
Anger,Datasets\ESD\0015\Angry\0015_000666.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000346.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_which_disgust.wav
Sadness,Datasets\JL\female1_sad_11b_1.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000080.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000109.wav
Anger,Datasets\ESD\0016\Angry\0016_000376.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_dead_disgust.wav
Neutral,Datasets\CREMA-D\1055_TAI_NEU_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001326.wav
Neutral,Datasets\CREMA-D\1013_TSI_NEU_XX.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-10-53-02-02-02.wav
Fear,Datasets\CREMA-D\1006_DFA_FEA_XX.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000026.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_name_neutral.wav
Sadness,Datasets\ESD\0011\Sad\0011_001300.wav
Sadness,Datasets\JL\male2_sad_7b_1.wav
Anger,Datasets\ESD\0020\Angry\0020_000581.wav
Happiness,Datasets\ESD\0019\Happy\0019_000948.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_jug_disgust.wav
Happiness,Datasets\ESD\0015\Happy\0015_000714.wav
Fear,Datasets\CREMA-D\1075_IOM_FEA_XX.wav
Happiness,Datasets\CREMA-D\1045_DFA_HAP_XX.wav
Happiness,Datasets\RAVDESS-SONG\Actor_17\03-02-03-02-01-01-17.wav
Sadness,Datasets\RAVDESS\Actor_14\03-01-04-01-02-02-14.wav
Neutral,Datasets\SAVEE\KL\n15.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000023.wav
Fear,Datasets\SAVEE\DC\f04.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001612.wav
Anger,Datasets\ESD\0019\Angry\0019_000495.wav
Happiness,Datasets\ESD\0013\Happy\0013_000757.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000107.wav
Anger,Datasets\ESD\0011\Angry\0011_000597.wav
Disgust,Datasets\RAVDESS\Actor_22\03-01-07-01-01-01-22.wav
Fear,Datasets\CREMA-D\1003_TSI_FEA_XX.wav
Fear,Datasets\CREMA-D\1051_IEO_FEA_HI.wav
Disgust,Datasets\CREMA-D\1061_IWL_DIS_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_001045.wav
Anger,Datasets\ESD\0012\Angry\0012_000475.wav
Disgust,Datasets\RAVDESS\Actor_12\03-01-07-02-01-01-12.wav
Surprise,Datasets\RAVDESS\Actor_05\03-01-08-02-02-01-05.wav
Sadness,Datasets\ESD\0013\Sad\0013_001320.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001514.wav
Disgust,Datasets\CREMA-D\1082_ITS_DIS_XX.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-02-01-82-02-02.wav
Fear,Datasets\CREMA-D\1042_TAI_FEA_XX.wav
Anger,Datasets\CREMA-D\1036_MTI_ANG_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_cause_happy.wav
Disgust,Datasets\CREMA-D\1008_TAI_DIS_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_tool_ps.wav
Sadness,Datasets\ESD\0015\Sad\0015_001319.wav
Sadness,Datasets\CREMA-D\1061_WSI_SAD_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000040.wav
Sadness,Datasets\ESD\0013\Sad\0013_001258.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-02-10-61-02-02-02.wav
Fear,Datasets\CREMA-D\1038_TAI_FEA_XX.wav
Surprise,Datasets\RAVDESS\Actor_04\03-01-08-01-02-02-04.wav
Anger,Datasets\TESS\YAF_angry\YAF_rain_angry.wav
Disgust,Datasets\CREMA-D\1051_IEO_DIS_LO.wav
Anger,Datasets\TESS\OAF_angry\OAF_yes_angry.wav
Happiness,Datasets\JL\male1_happy_6b_2.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_when_neutral.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001590.wav
Happiness,Datasets\RAVDESS-SONG\Actor_12\03-02-03-02-02-02-12.wav
Sadness,Datasets\RAVDESS-SONG\Actor_14\03-02-04-01-01-01-14.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001668.wav
Anger,Datasets\ESD\0017\Angry\0017_000677.wav
Happiness,Datasets\CREMA-D\1020_MTI_HAP_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000840.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000198.wav
Disgust,Datasets\CREMA-D\1055_WSI_DIS_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001207.wav
Neutral,Datasets\JL\female2_neutral_9a_2.wav
Sadness,Datasets\ESD\0011\Sad\0011_001110.wav
Sadness,Datasets\RAVDESS\Actor_15\03-01-04-02-01-02-15.wav
Happiness,Datasets\ESD\0016\Happy\0016_000846.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001480.wav
Anger,Datasets\ESD\0019\Angry\0019_000494.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001412.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000321.wav
Fear,Datasets\CREMA-D\1013_IWW_FEA_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001388.wav
Happiness,Datasets\TESS\OAF_happy\OAF_door_happy.wav
Happiness,Datasets\CREMA-D\1063_IWW_HAP_XX.wav
Anger,Datasets\TESS\YAF_angry\YAF_turn_angry.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000048.wav
Sadness,Datasets\ESD\0017\Sad\0017_001065.wav
Disgust,Datasets\RAVDESS\Actor_17\03-01-07-02-01-02-17.wav
Sadness,Datasets\RAVDESS\Actor_04\03-01-04-02-01-02-04.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_merge_neutral.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000220.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000231.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-40-109-04-02-02-01.wav
Sadness,Datasets\ESD\0012\Sad\0012_001391.wav
Disgust,Datasets\CREMA-D\1024_WSI_DIS_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_000885.wav
Fear,Datasets\RAVDESS-SONG\Actor_06\03-02-06-02-02-02-06.wav
Happiness,Datasets\ESD\0019\Happy\0019_001023.wav
Anger,Datasets\ESD\0016\Angry\0016_000491.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_kick_sad.wav
Anger,Datasets\ESD\0017\Angry\0017_000448.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001647.wav
Sadness,Datasets\CREMA-D\1056_IEO_SAD_MD.wav
Sadness,Datasets\ESD\0013\Sad\0013_001106.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000195.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001537.wav
Happiness,Datasets\ESD\0012\Happy\0012_000977.wav
Disgust,Datasets\CREMA-D\1053_TAI_DIS_XX.wav
Anger,Datasets\RAVDESS\Actor_19\03-01-05-01-01-02-19.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001560.wav
Sadness,Datasets\ESD\0016\Sad\0016_001315.wav
Anger,Datasets\ESD\0012\Angry\0012_000687.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-01-96-02-02-02-05.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_fat_disgust.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-22-46-02-02-02.wav
Anger,Datasets\SAVEE\JE\a14.wav
Anger,Datasets\SAVEE\JK\a14.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001519.wav
Happiness,Datasets\ESD\0017\Happy\0017_000863.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001648.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001733.wav
Fear,Datasets\CREMA-D\1008_MTI_FEA_XX.wav
Happiness,Datasets\ESD\0011\Happy\0011_000933.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_bar_disgust.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000231.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001715.wav
Sadness,Datasets\ESD\0014\Sad\0014_001100.wav
Sadness,Datasets\TESS\YAF_sad\YAF_home_sad.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000245.wav
Neutral,Datasets\CREMA-D\1004_MTI_NEU_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_bone_fear.wav
Happiness,Datasets\CREMA-D\1065_TIE_HAP_XX.wav
Anger,Datasets\ESD\0019\Angry\0019_000672.wav
Sadness,Datasets\ESD\0016\Sad\0016_001179.wav
Happiness,Datasets\ESD\0012\Happy\0012_000983.wav
Anger,Datasets\CREMA-D\1011_WSI_ANG_XX.wav
Sadness,Datasets\ESD\0015\Sad\0015_001244.wav
Happiness,Datasets\ESD\0015\Happy\0015_000780.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-11-28-02-02-02-01.wav
Happiness,Datasets\ESD\0012\Happy\0012_000738.wav
Happiness,Datasets\TESS\YAF_happy\YAF_peg_happy.wav
Anger,Datasets\ESD\0014\Angry\0014_000455.wav
Sadness,Datasets\CREMA-D\1026_IEO_SAD_LO.wav
Fear,Datasets\CREMA-D\1014_ITH_FEA_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001363.wav
Happiness,Datasets\CREMA-D\1022_IWW_HAP_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_000764.wav
Happiness,Datasets\ESD\0017\Happy\0017_000909.wav
Fear,Datasets\CREMA-D\1061_IEO_FEA_HI.wav
Neutral,Datasets\RAVDESS-SONG\Actor_08\03-02-02-01-02-01-08.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001500.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000301.wav
Happiness,Datasets\ESD\0019\Happy\0019_001042.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000206.wav
Anger,Datasets\ESD\0019\Angry\0019_000441.wav
Sadness,Datasets\ESD\0018\Sad\0018_001080.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000345.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000312.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000063.wav
Neutral,Datasets\CREMA-D\1055_IWL_NEU_XX.wav
Neutral,Datasets\RAVDESS\Actor_08\03-01-02-02-01-01-08.wav
Anger,Datasets\TESS\OAF_angry\OAF_room_angry.wav
Anger,Datasets\CREMA-D\1067_IWW_ANG_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_000904.wav
Sadness,Datasets\ESD\0020\Sad\0020_001167.wav
Disgust,Datasets\CREMA-D\1087_TIE_DIS_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001284.wav
Anger,Datasets\ESD\0017\Angry\0017_000396.wav
Anger,Datasets\CREMA-D\1016_TIE_ANG_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001618.wav
Sadness,Datasets\ESD\0015\Sad\0015_001349.wav
Anger,Datasets\JL\female2_angry_9b_1.wav
Sadness,Datasets\ESD\0020\Sad\0020_001331.wav
Sadness,Datasets\RAVDESS\Actor_18\03-01-04-02-02-01-18.wav
Anger,Datasets\RAVDESS\Actor_24\03-01-05-01-02-02-24.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-06-97-02-02-02-03.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000301.wav
Neutral,Datasets\RAVDESS-SONG\Actor_02\03-02-02-01-02-01-02.wav
Neutral,Datasets\RAVDESS\Actor_10\03-01-02-02-02-02-10.wav
Sadness,Datasets\ESD\0012\Sad\0012_001184.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000267.wav
Anger,Datasets\ESD\0018\Angry\0018_000582.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001652.wav
Happiness,Datasets\ESD\0020\Happy\0020_000814.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001408.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001714.wav
Happiness,Datasets\TESS\YAF_happy\YAF_live_happy.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000178.wav
Sadness,Datasets\SAVEE\KL\sa05.wav
Neutral,Datasets\CREMA-D\1064_TIE_NEU_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_05\03-02-04-01-01-02-05.wav
Happiness,Datasets\RAVDESS-SONG\Actor_24\03-02-03-02-01-01-24.wav
Sadness,Datasets\ESD\0011\Sad\0011_001337.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001579.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001656.wav
Happiness,Datasets\ESD\0016\Happy\0016_000865.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_luck_neutral.wav
Fear,Datasets\CREMA-D\1005_DFA_FEA_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-01-60-02-02-02-12-03.wav
Happiness,Datasets\ESD\0014\Happy\0014_000967.wav
Anger,Datasets\CREMA-D\1050_IWW_ANG_XX.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001536.wav
Fear,Datasets\CREMA-D\1091_TAI_FEA_XX.wav
Neutral,Datasets\CREMA-D\1057_IEO_NEU_XX.wav
Happiness,Datasets\CREMA-D\1069_IEO_HAP_HI.wav
Happiness,Datasets\ESD\0018\Happy\0018_000839.wav
Happiness,Datasets\ESD\0011\Happy\0011_000884.wav
Fear,Datasets\TESS\OAF_Fear\OAF_said_fear.wav
Happiness,Datasets\ESD\0017\Happy\0017_001006.wav
Disgust,Datasets\CREMA-D\1058_TIE_DIS_XX.wav
Anger,Datasets\ESD\0019\Angry\0019_000482.wav
Anger,Datasets\ESD\0012\Angry\0012_000365.wav
Fear,Datasets\CREMA-D\1088_TIE_FEA_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000266.wav
Happiness,Datasets\JL\female2_happy_8a_2.wav
Happiness,Datasets\CREMA-D\1009_TSI_HAP_XX.wav
Disgust,Datasets\CREMA-D\1013_WSI_DIS_XX.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-21-83-02-02-02-18.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001718.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_loaf_neutral.wav
Disgust,Datasets\CREMA-D\1049_WSI_DIS_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001334.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000256.wav
Happiness,Datasets\CREMA-D\1015_TIE_HAP_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000301.wav
Sadness,Datasets\ESD\0016\Sad\0016_001059.wav
Neutral,Datasets\JL\male2_neutral_1b_1.wav
Happiness,Datasets\ESD\0020\Happy\0020_000804.wav
Happiness,Datasets\ESD\0014\Happy\0014_000927.wav
Disgust,Datasets\CREMA-D\1063_TAI_DIS_XX.wav
Fear,Datasets\CREMA-D\1075_IWL_FEA_XX.wav
Disgust,Datasets\CREMA-D\1075_IEO_DIS_HI.wav
Happiness,Datasets\ESD\0018\Happy\0018_001024.wav
Happiness,Datasets\ESD\0019\Happy\0019_000895.wav
Sadness,Datasets\CREMA-D\1018_ITS_SAD_XX.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001428.wav
Neutral,Datasets\RAVDESS-SONG\Actor_14\03-02-02-02-02-01-14.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_knock_neutral.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001685.wav
Disgust,Datasets\CREMA-D\1082_MTI_DIS_XX.wav
Happiness,Datasets\RAVDESS\Actor_20\03-01-03-01-02-01-20.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000249.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001574.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000008.wav
Sadness,Datasets\ESD\0018\Sad\0018_001245.wav
Happiness,Datasets\ESD\0015\Happy\0015_000710.wav
Sadness,Datasets\ESD\0011\Sad\0011_001127.wav
Happiness,Datasets\CREMA-D\1005_IEO_HAP_LO.wav
Sadness,Datasets\ESD\0015\Sad\0015_001217.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000037.wav
Disgust,Datasets\CREMA-D\1073_MTI_DIS_XX.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001498.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000273.wav
Happiness,Datasets\ESD\0011\Happy\0011_000744.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000129.wav
Anger,Datasets\RAVDESS\Actor_03\03-01-05-02-01-02-03.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-05-41-02-01-02.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001569.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001638.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-05-80-02-02-02-12.wav
Anger,Datasets\ESD\0014\Angry\0014_000639.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000180.wav
Fear,Datasets\RAVDESS-SONG\Actor_09\03-02-06-01-01-01-09.wav
Disgust,Datasets\CREMA-D\1026_TSI_DIS_XX.wav
Neutral,Datasets\CREMA-D\1028_IWL_NEU_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_loaf_ps.wav
Happiness,Datasets\CREMA-D\1055_IEO_HAP_HI.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000075.wav
